State,Date,PopulationEst_2021,LandArea_sqkm,new_case,new_death,Recovered,Total_Confirmed,Total_Confirmed_per10000,Total_Confirmed_per100SqKm,Total_Recovered,Total_Deceased,Total_Deceased_per10000,Total_Deceased_per100SqKm,Total_Tested,First_Dose_Administered,Partial_Vaccination_per100,Second_Dose_Administered,Full_Vaccination_per100,Male_Vaccinated,Female_Vaccinated,Transgender_Vaccinated,Total_Covaxin_Administered,Total_CoviShield_Administered,Total_SputnikV_Administered,18-45_Age,45-60_Age,60up_Age,Total_Doses_Administered,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Gujarat,2021-08-21,72736247,196024,15,1,16,825287,113.463,421.013,815024,10079,1.38569,5.14172,26877461,32261271,44.3538,10442801,14.3571,,,,4583281,38104423,16368,,,,42704072,-10,40,-15,13,-2,4
Gujarat,2021-08-22,72736247,196024,15,0,17,825302,113.465,421.021,815041,10079,1.38569,5.14172,26926121,32266676,44.3612,10445259,14.3605,,,,4583828,38111714,16393,,,,42711935,-17,11,-7,14,-34,3
Gujarat,2021-08-23,72736247,196024,14,0,25,825316,113.467,421.028,815066,10079,1.38569,5.14172,26973685,32617832,44.844,10591841,14.562,,,,4623982,38569128,16563,,,,43209673,-15,23,-14,3,-8,5
Gujarat,2021-08-24,72736247,196024,14,0,25,825330,113.469,421.035,815091,10079,1.38569,5.14172,27029570,32934336,45.2791,10732522,14.7554,,,,4685093,38965075,16690,,,,43666858,-14,24,-17,3,-7,5
Gujarat,2021-08-25,72736247,196024,17,1,17,825347,113.471,421.044,815108,10080,1.38583,5.14223,27092276,33116480,45.5295,10890625,14.9728,,,,4767242,39223070,16793,,,,44007105,-13,26,-17,3,-5,5
Gujarat,2021-08-26,72736247,196024,16,0,18,825363,113.473,421.052,815126,10080,1.38583,5.14223,27156337,33508125,46.068,11070143,15.2196,,,,4793667,39767732,16869,,,,44578268,-12,28,-17,1,-6,6
Gujarat,2021-08-27,72736247,196024,13,1,14,825376,113.475,421.059,815140,10081,1.38597,5.14274,27223546,33857297,46.548,11230965,15.4407,,,,4810523,40260770,16969,,,,45088262,-12,33,-15,3,-4,5
Gujarat,2021-08-28,72736247,196024,10,0,14,825386,113.477,421.064,815154,10081,1.38597,5.14274,27292523,34133006,46.9271,11356895,15.6138,,,,4919391,40553401,17109,,,,45489901,-16,28,-15,4,-7,7
Gujarat,2021-08-29,72736247,196024,12,0,12,825398,113.478,421.07,815166,10081,1.38597,5.14274,27352563,34146808,46.9461,11361112,15.6196,,,,4922288,40568490,17142,,,,45507920,-16,13,-3,8,-7,5
Gujarat,2021-08-30,72736247,196024,12,0,13,825410,113.48,421.076,815179,10081,1.38597,5.14274,27396634,34148183,46.948,11362997,15.6222,,,,4922426,40571588,17166,,,,45511180,-17,10,8,-5,-55,14
Gujarat,2021-08-31,72736247,196024,12,0,12,825422,113.482,421.082,815191,10081,1.38597,5.14274,27436475,34693216,47.6973,11687240,16.068,,,,4950267,41412954,17235,,,,46380456,-18,11,-14,1,-27,7
Gujarat,2021-09-01,72736247,196024,13,0,10,825435,113.483,421.089,815201,10081,1.38597,5.14274,27494654,35136665,48.307,11976035,16.465,,,,4965426,42129952,17322,,,,47112700,-18,16,-22,0,-11,7
Gujarat,2021-09-02,72736247,196024,10,0,12,825445,113.485,421.094,815213,10081,1.38597,5.14274,27564025,35581963,48.9192,12241857,16.8305,,,,5018077,42788344,17399,,,,47823820,-13,25,-20,0,-7,7
Gujarat,2021-09-03,72736247,196024,16,1,17,825461,113.487,421.102,815230,10082,1.3861,5.14325,27638158,35908830,49.3685,12407567,17.0583,,,,5166940,43131979,17478,,,,48316397,-15,28,-19,-2,-3,7
Gujarat,2021-09-04,72736247,196024,15,0,16,825476,113.489,421.11,815246,10082,1.3861,5.14325,27710427,36129966,49.6726,12524738,17.2194,,,,5297221,43339865,17618,,,,48654704,-16,25,-19,0,3,7
Gujarat,2021-09-05,72736247,196024,14,0,16,825490,113.491,421.117,815262,10082,1.3861,5.14325,27777321,36388715,50.0283,12757240,17.539,,,,5317802,43810467,17686,,,,49145955,-14,21,-14,4,3,7
Gujarat,2021-09-06,72736247,196024,19,0,13,825509,113.493,421.126,815275,10082,1.3861,5.14325,27840689,36753678,50.5301,13019704,17.8999,,,,5338991,44416402,17989,,,,49773382,-15,25,-11,0,-6,7
Gujarat,2021-09-07,72736247,196024,18,0,21,825527,113.496,421.136,815296,10082,1.3861,5.14325,27911383,37077895,50.9758,13245445,18.2102,,,,5397227,44907677,18436,,,,50323340,-16,20,-21,0,-6,7
Gujarat,2021-09-08,72736247,196024,17,0,15,825544,113.498,421.144,815311,10082,1.3861,5.14325,27982219,37384989,51.398,13481305,18.5345,,,,5417369,45430083,18842,,,,50866294,-15,24,-22,0,-5,7
Gujarat,2021-09-09,72736247,196024,19,0,20,825563,113.501,421.154,815331,10082,1.3861,5.14325,28053212,37702165,51.8341,13734621,18.8828,,,,5437686,45979951,19149,,,,51436786,-11,32,-18,4,-5,7
Gujarat,2021-09-10,72736247,196024,21,0,13,825584,113.504,421.165,815344,10082,1.3861,5.14325,28121521,37975502,52.2099,13952652,19.1825,,,,5481518,46427157,19479,,,,51928154,-14,32,-18,-3,-21,11
Gujarat,2021-09-11,72736247,196024,16,0,12,825600,113.506,421.173,815356,10082,1.3861,5.14325,28175467,38159818,52.4633,14124877,19.4193,,,,5542790,46721979,19926,,,,52284695,-18,25,-19,-2,-9,8
Gujarat,2021-09-12,72736247,196024,17,0,14,825617,113.508,421.182,815370,10082,1.3861,5.14325,28228765,38248743,52.5855,14194864,19.5155,,,,5599145,46824380,20082,,,,52443607,-20,11,-23,2,-4,8
Gujarat,2021-09-13,72736247,196024,12,0,16,825629,113.51,421.188,815386,10082,1.3861,5.14325,28281959,38326342,52.6922,14263469,19.6099,,,,5654129,46915369,20313,,,,52589811,-21,16,-24,-5,-8,10
Gujarat,2021-09-14,72736247,196024,11,0,19,825640,113.511,421.193,815405,10082,1.3861,5.14325,28341450,38503014,52.9351,14482672,19.9112,,,,5683976,47281120,20590,,,,52985686,,,,,,
Gujarat,2021-09-15,72736247,196024,15,0,18,825655,113.514,421.201,815423,10082,1.3861,5.14325,28405898,38658314,53.1486,14688093,20.1936,,,,5698802,47626777,20828,,,,53346407,,,,,,
Haryana,2020-03-14,30351496,44212,14,0,0,14,0.00461262,0.0316656,0,0,0,0,,,0,,0,,,,,,,,,,,-8,-6,-5,-7,-6,2
Haryana,2020-03-15,30351496,44212,0,0,0,14,0.00461262,0.0316656,0,0,0,0,,,0,,0,,,,,,,,,,,-5,1,-1,-2,4,1
Haryana,2020-03-16,30351496,44212,0,0,0,14,0.00461262,0.0316656,0,0,0,0,,,0,,0,,,,,,,,,,,0,4,9,-1,-3,0
Haryana,2020-03-17,30351496,44212,1,0,0,15,0.0049421,0.0339274,0,0,0,0,,,0,,0,,,,,,,,,,,-3,1,9,-7,-7,1
Haryana,2020-03-18,30351496,44212,1,0,0,17,0.00560104,0.0384511,0,0,0,0,,,0,,0,,,,,,,,,,,-8,2,4,-13,-9,2
Haryana,2020-03-19,30351496,44212,1,0,0,17,0.00560104,0.0384511,0,0,0,0,,,0,,0,,,,,,,,,,,-9,11,3,-14,-9,3
Haryana,2020-03-20,30351496,44212,2,0,0,19,0.00625999,0.0429748,0,0,0,0,,,0,,0,,,,,,,,,,,-19,0,-6,-22,-16,6
Haryana,2020-03-21,30351496,44212,2,0,0,21,0.00691893,0.0474984,0,0,0,0,,,0,,0,,,,,,,,,,,-29,-8,-16,-28,-18,7
Haryana,2020-03-22,30351496,44212,0,0,0,21,0.00691893,0.0474984,0,0,0,0,,,0,,0,,,,,,,,,,,-76,-77,-62,-73,-52,20
Haryana,2020-03-23,30351496,44212,7,0,11,28,0.00922525,0.0633312,0,0,0,0,,,0,,0,,,,,,,,,,,-49,-28,-30,-60,-60,22
Haryana,2020-03-24,30351496,44212,2,0,0,30,0.00988419,0.0678549,0,0,0,0,,,0,,0,,,,,,,,,,,-66,-50,-48,-72,-71,26
Haryana,2020-03-25,30351496,44212,1,0,0,31,0.0102137,0.0701167,0,0,0,0,,,0,,0,,,,,,,,,,,-76,-68,-59,-79,-76,31
Haryana,2020-03-26,30351496,44212,1,0,0,32,0.0105431,0.0723785,0,0,0,0,,,0,,0,,,,,,,,,,,-75,-67,-59,-78,-75,32
Haryana,2020-03-27,30351496,44212,1,0,0,33,0.0108726,0.0746404,0,0,0,0,,,0,,0,,,,,,,,,,,-77,-70,-62,-80,-76,34
Haryana,2020-03-28,30351496,44212,2,0,0,35,0.0115316,0.079164,0,0,0,0,,,0,,0,,,,,,,,,,,-76,-68,-60,-77,-71,29
Haryana,2020-03-29,30351496,44212,0,0,0,35,0.0115316,0.079164,14,0,0,0,,,0,,0,,,,,,,,,,,-76,-68,-62,-75,-51,21
Haryana,2020-03-30,30351496,44212,1,0,6,36,0.011861,0.0814259,20,0,0,0,,,0,,0,,,,,,,,,,,-73,-64,-57,-78,-73,31
Haryana,2020-03-31,30351496,44212,7,0,0,43,0.0141673,0.0972587,24,0,0,0,,,0,,0,,,,,,,,,,,-73,-65,-57,-77,-73,29
Haryana,2020-04-01,30351496,44212,0,0,10,43,0.0141673,0.0972587,27,0,0,0,,,0,,0,,,,,,,,,,,-75,-68,-59,-79,-74,31
Haryana,2020-04-02,30351496,44212,6,0,0,49,0.0161442,0.11083,27,0,0,0,,,0,,0,,,,,,,,,,,-75,-67,-59,-78,-74,31
Haryana,2020-04-03,30351496,44212,9,0,0,58,0.0191094,0.131186,28,0,0,0,1325,,0,,0,,,,,,,,,,,-74,-66,-58,-79,-72,31
Haryana,2020-04-04,30351496,44212,26,0,1,84,0.0276757,0.189994,29,0,0,0,,,0,,0,,,,,,,,,,,-75,-66,-60,-78,-67,28
Haryana,2020-04-05,30351496,44212,6,0,0,90,0.0296526,0.203565,29,0,0,0,,,0,,0,,,,,,,,,,,-75,-67,-61,-76,-47,20
Haryana,2020-04-06,30351496,44212,20,2,0,110,0.036242,0.248801,29,2,0.000658946,0.00452366,,,0,,0,,,,,,,,,,,-73,-64,-56,-79,-73,31
Haryana,2020-04-07,30351496,44212,33,0,2,143,0.0471146,0.323442,31,2,0.000658946,0.00452366,2520,,0,,0,,,,,,,,,,,-75,-57,-50,-74,-72,29
Haryana,2020-04-08,30351496,44212,24,0,1,167,0.055022,0.377726,32,2,0.000658946,0.00452366,2650,,0,,0,,,,,,,,,,,-76,-57,-53,-76,-73,31
Haryana,2020-04-09,30351496,44212,3,0,0,170,0.0560104,0.384511,32,2,0.000658946,0.00452366,2964,,0,,0,,,,,,,,,,,-76,-57,-54,-76,-72,32
Haryana,2020-04-10,30351496,44212,6,0,4,176,0.0579873,0.398082,36,2,0.000658946,0.00452366,3527,,0,,0,,,,,,,,,,,-76,-57,-53,-76,-72,33
Haryana,2020-04-11,30351496,44212,3,0,0,179,0.0589757,0.404867,36,2,0.000658946,0.00452366,3663,,0,,0,,,,,,,,,,,-78,-60,-56,-76,-68,30
Haryana,2020-04-12,30351496,44212,16,1,8,195,0.0642472,0.441057,44,3,0.000988419,0.00678549,3903,,0,,0,,,,,,,,,,,-78,-62,-59,-74,-47,21
Haryana,2020-04-13,30351496,44212,1,0,7,196,0.0645767,0.443319,51,3,0.000988419,0.00678549,4489,,0,,0,,,,,,,,,,,-75,-57,-52,-76,-71,32
Haryana,2020-04-14,30351496,44212,2,0,4,198,0.0652357,0.447842,55,3,0.000988419,0.00678549,5210,,0,,0,,,,,,,,,,,-75,-58,-51,-74,-73,30
Haryana,2020-04-15,30351496,44212,6,0,2,204,0.0672125,0.461413,57,3,0.000988419,0.00678549,7388,,0,,0,,,,,,,,,,,-76,-54,-55,-74,-70,30
Haryana,2020-04-16,30351496,44212,11,0,8,215,0.0708367,0.486293,65,3,0.000988419,0.00678549,8064,,0,,0,,,,,,,,,,,-83,-46,-90,-72,-70,31
Haryana,2020-04-17,30351496,44212,8,0,21,223,0.0734725,0.504388,86,3,0.000988419,0.00678549,8884,,0,,0,,,,,,,,,,,-84,-47,-90,-73,-70,33
Haryana,2020-04-18,30351496,44212,9,0,14,232,0.0764377,0.524744,100,3,0.000988419,0.00678549,10454,,0,,0,,,,,,,,,,,-85,-50,-91,-73,-64,28
Haryana,2020-04-19,30351496,44212,18,0,4,250,0.0823683,0.565457,104,3,0.000988419,0.00678549,12687,,0,,0,,,,,,,,,,,-85,-51,-91,-71,-44,21
Haryana,2020-04-20,30351496,44212,1,0,37,251,0.0826977,0.567719,141,3,0.000988419,0.00678549,13894,,0,,0,,,,,,,,,,,-83,-44,-90,-73,-67,31
Haryana,2020-04-21,30351496,44212,4,0,6,255,0.0840156,0.576766,147,3,0.000988419,0.00678549,14562,,0,,0,,,,,,,,,,,-82,-44,-90,-71,-68,29
Haryana,2020-04-22,30351496,44212,9,0,11,264,0.0869809,0.597123,158,3,0.000988419,0.00678549,15561,,0,,0,,,,,,,,,,,-83,-46,-90,-73,-69,30
Haryana,2020-04-23,30351496,44212,6,0,12,270,0.0889577,0.610694,170,3,0.000988419,0.00678549,17582,,0,,0,,,,,,,,,,,-83,-46,-90,-73,-68,31
Haryana,2020-04-24,30351496,44212,5,0,16,275,0.0906051,0.622003,186,3,0.000988419,0.00678549,18845,,0,,0,,,,,,,,,,,-83,-45,-90,-73,-67,32
Haryana,2020-04-25,30351496,44212,12,0,5,287,0.0945588,0.649145,191,3,0.000988419,0.00678549,20270,,0,,0,,,,,,,,,,,-83,-45,-90,-72,-63,29
Haryana,2020-04-26,30351496,44212,9,0,8,296,0.097524,0.669501,199,3,0.000988419,0.00678549,21467,,0,,0,,,,,,,,,,,-84,-49,-91,-70,-42,21
Haryana,2020-04-27,30351496,44212,5,0,14,301,0.0991714,0.680811,213,3,0.000988419,0.00678549,22993,,0,,0,,,,,,,,,,,-82,-41,-90,-72,-66,31
Haryana,2020-04-28,30351496,44212,7,0,11,308,0.101478,0.696643,224,3,0.000988419,0.00678549,24826,,0,,0,,,,,,,,,,,-81,-42,-90,-70,-66,28
Haryana,2020-04-29,30351496,44212,3,0,1,311,0.102466,0.703429,225,3,0.000988419,0.00678549,26148,,0,,0,,,,,,,,,,,-82,-42,-89,-71,-66,30
Haryana,2020-04-30,30351496,44212,28,1,10,339,0.111691,0.76676,235,4,0.00131789,0.00904732,28202,,0,,0,,,,,,,,,,,-82,-43,-88,-71,-65,30
Haryana,2020-05-01,30351496,44212,18,0,6,357,0.117622,0.807473,241,4,0.00131789,0.00904732,30191,,0,,0,,,,,,,,,,,-82,-43,-89,-72,-65,31
Haryana,2020-05-02,30351496,44212,19,1,1,376,0.123882,0.850448,242,5,0.00164737,0.0113091,31200,,0,,0,,,,,,,,,,,-82,-43,-89,-70,-59,28
Haryana,2020-05-03,30351496,44212,66,0,3,442,0.145627,0.999729,245,5,0.00164737,0.0113091,35278,,0,,0,,,,,,,,,,,-83,-48,-90,-70,-39,20
Haryana,2020-05-04,30351496,44212,75,1,9,517,0.170338,1.16937,254,6,0.00197684,0.013571,38183,,0,,0,,,,,,,,,,,-77,-30,-87,-67,-59,27
Haryana,2020-05-05,30351496,44212,31,0,2,548,0.180551,1.23948,256,6,0.00197684,0.013571,40982,,0,,0,,,,,,,,,,,-76,-31,-87,-65,-58,26
Haryana,2020-05-06,30351496,44212,46,1,4,594,0.195707,1.34353,260,7,0.00230631,0.0158328,43279,,0,,0,,,,,,,,,,,-75,-26,-87,-63,-57,26
Haryana,2020-05-07,30351496,44212,31,0,0,625,0.205921,1.41364,260,7,0.00230631,0.0158328,46495,,0,,0,,,,,,,,,,,-75,-28,-87,-63,-56,27
Haryana,2020-05-08,30351496,44212,22,1,19,647,0.213169,1.4634,279,8,0.00263578,0.0180946,49746,,0,,0,,,,,,,,,,,-75,-27,-87,-63,-53,27
Haryana,2020-05-09,30351496,44212,28,1,11,675,0.222394,1.52673,290,9,0.00296526,0.0203565,53282,,0,,0,,,,,,,,,,,-75,-28,-88,-62,-48,24
Haryana,2020-05-10,30351496,44212,28,1,10,703,0.23162,1.59007,300,10,0.00329473,0.0226183,56983,,0,,0,,,,,,,,,,,-79,-40,-89,-65,-33,18
Haryana,2020-05-11,30351496,44212,27,1,37,730,0.240515,1.65114,337,11,0.0036242,0.0248801,59735,,0,,0,,,,,,,,,,,-72,-21,-86,-61,-50,24
Haryana,2020-05-12,30351496,44212,50,0,5,780,0.256989,1.76423,342,11,0.0036242,0.0248801,62377,,0,,0,,,,,,,,,,,-72,-23,-86,-59,-51,23
Haryana,2020-05-13,30351496,44212,13,0,76,793,0.261272,1.79363,418,11,0.0036242,0.0248801,65785,,0,,0,,,,,,,,,,,-72,-22,-86,-60,-50,24
Haryana,2020-05-14,30351496,44212,25,0,21,818,0.269509,1.85018,439,11,0.0036242,0.0248801,69191,,0,,0,,,,,,,,,,,-72,-23,-86,-60,-49,23
Haryana,2020-05-15,30351496,44212,36,2,25,854,0.28137,1.9316,464,13,0.00428315,0.0294038,72326,,0,,0,,,,,,,,,,,-71,-21,-86,-59,-47,23
Haryana,2020-05-16,30351496,44212,33,0,50,887,0.292243,2.00624,514,13,0.00428315,0.0294038,75097,,0,,0,,,,,,,,,,,-72,-22,-87,-57,-41,21
Haryana,2020-05-17,30351496,44212,23,1,48,910,0.29982,2.05826,562,14,0.00461262,0.0316656,78029,,0,,0,,,,,,,,,,,-76,-34,-88,-61,-28,16
Haryana,2020-05-18,30351496,44212,18,0,36,928,0.305751,2.09898,598,14,0.00461262,0.0316656,80698,,0,,0,,,,,,,,,,,-68,-14,-85,-56,-44,21
Haryana,2020-05-19,30351496,44212,36,0,29,964,0.317612,2.1804,627,14,0.00461262,0.0316656,82544,,0,,0,,,,,,,,,,,-67,-15,-85,-54,-45,20
Haryana,2020-05-20,30351496,44212,29,0,21,993,0.327167,2.246,648,14,0.00461262,0.0316656,83944,,0,,0,,,,,,,,,,,-66,-14,-84,-54,-44,21
Haryana,2020-05-21,30351496,44212,37,0,33,1030,0.339357,2.32968,681,14,0.00461262,0.0316656,88138,,0,,0,,,,,,,,,,,-65,-13,-84,-54,-42,21
Haryana,2020-05-22,30351496,44212,37,2,25,1067,0.351548,2.41337,706,16,0.00527157,0.0361893,91119,,0,,0,,,,,,,,,,,-66,-14,-84,-55,-41,21
Haryana,2020-05-23,30351496,44212,64,0,44,1131,0.372634,2.55813,750,16,0.00527157,0.0361893,94035,,0,,0,,,,,,,,,,,-66,-14,-85,-54,-36,18
Haryana,2020-05-24,30351496,44212,53,0,15,1184,0.390096,2.67801,765,16,0.00527157,0.0361893,97006,,0,,0,,,,,,,,,,,-72,-29,-87,-57,-24,15
Haryana,2020-05-25,30351496,44212,29,0,37,1213,0.399651,2.7436,802,16,0.00527157,0.0361893,99987,,0,,0,,,,,,,,,,,-62,-8,-83,-55,-48,21
Haryana,2020-05-26,30351496,44212,92,0,22,1305,0.429962,2.95169,824,16,0.00527157,0.0361893,102018,,0,,0,,,,,,,,,,,-63,-10,-84,-51,-40,18
Haryana,2020-05-27,30351496,44212,76,2,14,1381,0.455002,3.12359,838,18,0.00593051,0.0407129,104747,,0,,0,,,,,,,,,,,-64,-10,-84,-52,-40,19
Haryana,2020-05-28,30351496,44212,123,1,43,1504,0.495527,3.40179,881,19,0.00625999,0.0429748,108031,,0,,0,,,,,,,,,,,-64,-12,-84,-53,-39,19
Haryana,2020-05-29,30351496,44212,217,0,59,1721,0.567023,3.89261,940,19,0.00625999,0.0429748,110940,,0,,0,,,,,,,,,,,-65,-16,-84,-54,-39,20
Haryana,2020-05-30,30351496,44212,202,1,31,1923,0.633577,4.3495,971,20,0.00658946,0.0452366,114683,,0,,0,,,,,,,,,,,-64,-10,-85,-51,-30,16
Haryana,2020-05-31,30351496,44212,168,0,77,2091,0.688928,4.72949,1048,20,0.00658946,0.0452366,118138,,0,,0,,,,,,,,,,,-72,-31,-87,-57,-20,14
Haryana,2020-06-01,30351496,44212,265,1,7,2356,0.776239,5.32887,1055,21,0.00691893,0.0474984,121779,,0,,0,,,,,,,,,,,-59,0,-83,-48,-36,17
Haryana,2020-06-02,30351496,44212,296,2,14,2652,0.873763,5.99837,1069,23,0.00757788,0.0520221,124564,,0,,0,,,,,,,,,,,-60,-5,-83,-48,-37,16
Haryana,2020-06-03,30351496,44212,302,0,20,2954,0.973263,6.68144,1089,23,0.00757788,0.0520221,127895,,0,,0,,,,,,,,,,,-61,-6,-83,-49,-37,17
Haryana,2020-06-04,30351496,44212,327,1,34,3281,1.081,7.42106,1123,24,0.00790735,0.0542839,132575,,0,,0,,,,,,,,,,,-61,-8,-83,-49,-35,17
Haryana,2020-06-05,30351496,44212,316,0,86,3597,1.18511,8.1358,1209,24,0.00790735,0.0542839,137452,,0,,0,,,,,,,,,,,-59,-7,-80,-50,-36,18
Haryana,2020-06-06,30351496,44212,355,0,71,3952,1.30208,8.93875,1280,24,0.00790735,0.0542839,141688,,0,,0,,,,,,,,,,,-60,-7,-81,-48,-27,14
Haryana,2020-06-07,30351496,44212,496,4,194,4448,1.4655,10.0606,1474,28,0.00922525,0.0633312,145722,,0,,0,,,,,,,,,,,-68,-25,-83,-52,-19,13
Haryana,2020-06-08,30351496,44212,406,11,226,4854,1.59926,10.9789,1700,39,0.0128494,0.0882113,150220,,0,,0,,,,,,,,,,,-56,0,-79,-47,-34,15
Haryana,2020-06-09,30351496,44212,355,6,107,5209,1.71623,11.7819,1807,45,0.0148263,0.101782,153692,,0,,0,,,,,,,,,,,-57,-5,-79,-46,-35,15
Haryana,2020-06-10,30351496,44212,370,7,381,5579,1.83813,12.6187,2188,52,0.0171326,0.117615,158470,,0,,0,,,,,,,,,,,-57,-5,-79,-47,-36,15
Haryana,2020-06-11,30351496,44212,389,12,73,5968,1.9663,13.4986,2261,64,0.0210863,0.144757,162967,,0,,0,,,,,,,,,,,-56,-4,-79,-47,-34,15
Haryana,2020-06-12,30351496,44212,366,6,214,6334,2.08688,14.3264,2475,70,0.0230631,0.158328,167501,,0,,0,,,,,,,,,,,-56,-3,-79,-47,-34,16
Haryana,2020-06-13,30351496,44212,415,8,328,6749,2.22361,15.2651,2803,78,0.0256989,0.176423,171560,,0,,0,,,,,,,,,,,-56,-3,-79,-45,-30,14
Haryana,2020-06-14,30351496,44212,459,10,200,7208,2.37484,16.3033,3003,88,0.0289936,0.199041,185722,,0,,0,,,,,,,,,,,-65,-22,-82,-50,-18,11
Haryana,2020-06-15,30351496,44212,514,12,562,7722,2.54419,17.4658,3565,100,0.0329473,0.226183,189914,,0,,0,,,,,,,,,,,-53,1,-78,-47,-35,14
Haryana,2020-06-16,30351496,44212,550,18,183,8272,2.7254,18.7099,3748,118,0.0388778,0.266896,193421,,0,,0,,,,,,,,,,,-54,-3,-78,-46,-36,13
Haryana,2020-06-17,30351496,44212,560,12,204,8832,2.90991,19.9765,3952,130,0.0428315,0.294038,197703,,0,,0,,,,,,,,,,,-56,-4,-79,-48,-36,15
Haryana,2020-06-18,30351496,44212,386,4,604,9218,3.03708,20.8495,4556,134,0.0441494,0.303085,202808,,0,,0,,,,,,,,,,,-56,-7,-79,-49,-35,15
Haryana,2020-06-19,30351496,44212,525,10,333,9743,3.21006,22.037,4889,144,0.0474441,0.325703,207675,,0,,0,,,,,,,,,,,-56,-6,-78,-49,-34,15
Haryana,2020-06-20,30351496,44212,480,5,239,10223,3.3682,23.1227,5128,149,0.0490915,0.337013,212430,,0,,0,,,,,,,,,,,-57,-7,-79,-48,-27,12
Haryana,2020-06-21,30351496,44212,412,11,429,10635,3.50395,24.0546,5557,160,0.0527157,0.361893,217797,,0,,0,,,,,,,,,,,-68,-31,-83,-56,-21,13
Haryana,2020-06-22,30351496,44212,390,9,359,11025,3.63244,24.9367,5916,169,0.0556809,0.382249,222948,,0,,0,,,,,,,,,,,-51,3,-76,-46,-35,14
Haryana,2020-06-23,30351496,44212,495,9,582,11520,3.79553,26.0563,6498,178,0.0586462,0.402606,226951,,0,,0,,,,,,,,,,,-51,1,-76,-44,-36,13
Haryana,2020-06-24,30351496,44212,490,10,427,12010,3.95697,27.1646,6925,188,0.0619409,0.425224,231673,,0,,0,,,,,,,,,,,-53,-1,-77,-46,-35,13
Haryana,2020-06-25,30351496,44212,453,10,455,12463,4.10622,28.1892,7380,198,0.0652357,0.447842,236898,,0,,0,,,,,,,,,,,-53,-3,-77,-46,-34,13
Haryana,2020-06-26,30351496,44212,421,13,636,12884,4.24493,29.1414,8016,211,0.0695188,0.477246,241941,,0,,0,,,,,,,,,,,-53,-3,-77,-47,-34,14
Haryana,2020-06-27,30351496,44212,543,7,456,13427,4.42383,30.3696,8472,218,0.0718251,0.493079,247139,,0,,0,,,,,,,,,,,-54,-4,-78,-45,-29,12
Haryana,2020-06-28,30351496,44212,402,5,445,13829,4.55628,31.2788,8917,223,0.0734725,0.504388,252356,,0,,0,,,,,,,,,,,-63,-22,-81,-49,-18,10
Haryana,2020-06-29,30351496,44212,381,9,585,14210,4.68181,32.1406,9502,232,0.0764377,0.524744,260341,,0,,0,,,,,,,,,,,-52,-1,-77,-45,-35,12
Haryana,2020-06-30,30351496,44212,338,4,470,14548,4.79317,32.9051,9972,236,0.0777556,0.533792,264203,,0,,0,,,,,,,,,,,-49,-2,-75,-45,-35,11
Haryana,2020-07-01,30351496,44212,393,4,527,14941,4.92266,33.794,10499,240,0.0790735,0.542839,269726,,0,,0,,,,,,,,,,,-51,-3,-76,-46,-35,13
Haryana,2020-07-02,30351496,44212,568,11,520,15509,5.1098,35.0787,11019,251,0.0826977,0.567719,277031,,0,,0,,,,,,,,,,,-51,-3,-76,-46,-34,14
Haryana,2020-07-03,30351496,44212,494,4,672,16003,5.27256,36.1961,11691,255,0.0840156,0.576766,288478,,0,,0,,,,,,,,,,,-51,-3,-76,-47,-33,14
Haryana,2020-07-04,30351496,44212,545,5,566,16548,5.45212,37.4288,12257,260,0.085663,0.588076,298094,,0,,0,,,,,,,,,,,-50,-1,-77,-44,-25,11
Haryana,2020-07-05,30351496,44212,457,5,687,17005,5.60269,38.4624,12944,265,0.0873104,0.599385,307159,,0,,0,,,,,,,,,,,-58,-16,-79,-48,-18,10
Haryana,2020-07-06,30351496,44212,499,11,391,17504,5.7671,39.5911,13335,276,0.0909346,0.624265,315853,,0,,0,,,,,,,,,,,-48,3,-75,-44,-33,12
Haryana,2020-07-07,30351496,44212,495,3,310,17999,5.93019,40.7107,13645,279,0.091923,0.63105,323491,,0,,0,,,,,,,,,,,-48,-1,-75,-43,-35,12
Haryana,2020-07-08,30351496,44212,691,3,461,18690,6.15785,42.2736,14106,282,0.0929114,0.637836,332504,,0,,0,,,,,,,,,,,-51,-4,-76,-47,-34,13
Haryana,2020-07-09,30351496,44212,674,5,399,19364,6.37992,43.7981,14505,287,0.0945588,0.649145,342404,,0,,0,,,,,,,,,,,-49,-2,-76,-45,-32,13
Haryana,2020-07-10,30351496,44212,570,3,399,19934,6.56772,45.0873,14904,290,0.0955472,0.655931,352343,,0,,0,,,,,,,,,,,-50,-2,-76,-45,-32,13
Haryana,2020-07-11,30351496,44212,648,7,490,20582,6.78121,46.553,15394,297,0.0978535,0.671763,363428,,0,,0,,,,,,,,,,,-50,-2,-77,-45,-28,12
Haryana,2020-07-12,30351496,44212,658,4,589,21240,6.99801,48.0413,15983,301,0.0991714,0.680811,372621,,0,,0,,,,,,,,,,,-57,-15,-79,-48,-18,10
Haryana,2020-07-13,30351496,44212,689,7,654,21929,7.22501,49.5997,16637,308,0.101478,0.696643,381420,,0,,0,,,,,,,,,,,-47,4,-74,-44,-32,12
