State,Date,new_case,new_death,tot_cases,tot_death,total_vaccinations,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,new_tests,Number_of_Trips,Population_Staying_at_Home,Number_of_Trips_500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Alabama,2021-06-29,259,3,553188,11466,3349904.0,32.51,39.84,8365.0,1706.0,27,2,4852,17281603,981236,7743,-4,3,10,3,-24,5
Alabama,2021-06-30,274,0,553462,11466,3350607.0,32.52,39.86,7387.0,1507.0,39,0,4561,17943988,961065,7776,5,11,24,12,-24,4
Alabama,2021-07-01,303,2,553765,11468,3365396.0,32.67,40.03,8098.0,1652.0,41,3,5164,18310040,940947,7981,4,20,18,18,-24,4
Alabama,2021-07-02,285,4,554050,11472,3365623.0,32.67,40.03,8095.0,1651.0,273,8,3835,18518940,920805,9250,2,17,21,19,-29,7
Alabama,2021-07-03,258,5,554308,11477,3381996.0,32.89,40.17,9263.0,1889.0,38,2,2921,18452883,936537,10453,-4,23,65,28,-15,-1
Alabama,2021-07-04,234,8,554542,11485,3382042.0,32.9,40.18,7416.0,1512.0,40,1,1707,16887808,1004539,9857,-19,10,85,4,-20,-1
Alabama,2021-07-05,394,4,554936,11489,,,,6512.0,1328.0,44,0,2505,18962042,971000,10271,-6,5,40,9,-65,15
Alabama,2021-07-06,481,3,555417,11492,3392366.0,32.99,40.31,6066.0,1237.0,43,3,3850,16591165,1006688,8201,-2,9,10,8,-26,7
Alabama,2021-07-07,487,5,555904,11497,3396338.0,33.03,40.36,6533.0,1332.0,47,2,5712,17704814,957201,9317,1,9,10,9,-27,7
Alabama,2021-07-08,526,4,556430,11501,3402487.0,33.1,40.43,5299.0,1081.0,37,2,5602,18322329,950188,9836,-1,11,17,12,-25,6
Alabama,2021-07-09,513,5,556943,11506,3408591.0,33.17,40.5,6138.0,1252.0,44,1,4672,18656032,912010,9911,-5,4,14,10,-26,7
Alabama,2021-07-10,409,4,557352,11510,3414916.0,33.24,40.56,4703.0,959.0,47,3,3136,16896031,955106,9261,-5,8,40,27,-6,1
Alabama,2021-07-11,478,3,557830,11513,3422016.0,33.31,40.65,5711.0,1165.0,44,1,2383,14658340,1010871,8650,-7,4,11,23,-8,3
Alabama,2021-07-12,827,3,558657,11516,3422020.0,33.32,40.65,4974.0,1014.0,46,4,4838,17905160,950225,7408,-2,8,9,9,-23,6
Alabama,2021-07-13,796,7,559453,11523,3434360.0,33.42,40.81,5999.0,1223.0,65,2,5644,18078133,937371,7389,-1,8,16,8,-21,5
Alabama,2021-07-14,921,8,560374,11531,3434499.0,33.43,40.81,5452.0,1112.0,78,2,5937,16938852,970380,6845,5,13,28,11,-23,4
Alabama,2021-07-15,986,7,561360,11538,3448153.0,33.55,40.98,6524.0,1331.0,73,1,6114,17780255,943998,7139,2,13,20,16,-22,4
Alabama,2021-07-16,1028,6,562388,11544,3455086.0,33.61,41.07,6642.0,1355.0,90,3,6330,18295702,916774,7386,-1,6,19,14,-23,5
Alabama,2021-07-17,913,3,563301,11547,3455278.0,33.61,41.07,5766.0,1176.0,94,1,4172,16607377,960825,6769,-2,8,37,30,-6,1
Alabama,2021-07-18,1020,6,564321,11553,3462968.0,33.68,41.17,5850.0,1193.0,96,1,3181,14498277,1017121,7913,0,8,20,31,-8,2
Alabama,2021-07-19,1849,11,566170,11564,3468625.0,33.73,41.25,6658.0,1358.0,116,2,6850,17397249,953895,6977,-3,7,0,9,-24,7
Alabama,2021-07-20,1746,6,567916,11570,3471361.0,33.75,41.3,5286.0,1078.0,155,3,8380,18880175,927191,7474,-1,8,8,7,-22,6
Alabama,2021-07-21,1705,12,569621,11582,3485659.0,33.85,41.5,7309.0,1491.0,153,2,8067,17882290,949831,7047,3,11,21,11,-23,5
Alabama,2021-07-22,1975,9,571596,11591,3494632.0,33.91,41.63,6640.0,1354.0,163,10,9060,15213189,993383,6267,-2,12,18,12,-22,5
Alabama,2021-07-23,1961,5,573557,11596,3494892.0,33.92,41.64,5687.0,1160.0,180,5,8918,17951486,936261,7589,-4,6,26,10,-24,6
Alabama,2021-07-24,1585,8,575142,11604,3504304.0,33.97,41.79,7004.0,1428.0,190,8,6651,16392131,977241,6834,-5,9,44,28,-6,1
Alabama,2021-07-25,1787,12,576929,11616,3516558.0,34.04,41.99,7656.0,1561.0,193,8,5267,14532871,1021860,7999,-4,8,26,25,-8,2
Alabama,2021-07-26,3004,10,579933,11626,3527448.0,34.08,42.17,8403.0,1714.0,210,5,8804,17571565,957498,6945,-1,11,17,9,-23,5
Alabama,2021-07-27,2873,16,582806,11642,3534356.0,34.11,42.29,8999.0,1835.0,256,6,11712,17372763,951819,7016,-3,7,10,6,-22,6
Alabama,2021-07-28,3145,11,585951,11653,3557652.0,34.2,42.68,10285.0,2098.0,275,3,13816,16187082,977030,6810,3,12,20,9,-23,5
Alabama,2021-07-29,2989,15,588940,11668,3557966.0,34.21,42.69,9048.0,1845.0,271,8,13916,17968335,945451,6916,-1,12,14,11,-23,5
Alabama,2021-07-30,2836,12,591776,11680,3586810.0,34.33,43.17,13131.0,2678.0,274,2,12832,17907409,927540,7171,-1,9,16,10,-24,6
Alabama,2021-07-31,2119,15,593895,11695,3587175.0,34.34,43.18,11839.0,2415.0,284,4,10078,16365336,967596,6648,-4,10,29,26,-7,1
Alabama,2021-08-01,2469,19,596364,11714,3603940.0,34.41,43.44,12483.0,2546.0,269,5,7655,14412676,1028693,7794,-1,14,16,25,-8,2
Alabama,2021-08-02,4421,31,600785,11745,3603951.0,34.42,43.45,10929.0,2229.0,268,8,12266,17223889,967038,6755,0,12,10,8,-24,6
Alabama,2021-08-03,4135,22,604920,11767,3634744.0,34.54,43.94,14341.0,2925.0,344,6,16141,17531173,944992,6624,5,17,18,8,-23,5
Alabama,2021-08-04,3855,21,608775,11788,3646234.0,34.59,44.14,12655.0,2581.0,320,8,16696,18587786,921763,7013,4,16,21,10,-24,4
Alabama,2021-08-05,3856,30,612631,11818,3651071.0,34.61,44.22,13301.0,2713.0,304,13,16159,15336552,1030456,6159,-1,16,16,12,-23,5
Alabama,2021-08-06,3545,24,616176,11842,3681013.0,34.74,44.72,13458.0,2745.0,346,9,15522,17714716,940857,7064,-4,9,24,9,-24,5
Alabama,2021-08-07,2616,28,618792,11870,3699467.0,34.83,45.02,16042.0,3272.0,356,10,11832,16120298,982995,6441,-5,12,38,21,-7,1
Alabama,2021-08-08,2768,35,621560,11905,3699583.0,34.84,45.03,13663.0,2787.0,343,6,6903,14101825,1036030,7473,-3,14,26,22,-8,2
Alabama,2021-08-09,5037,40,626597,11945,3712533.0,34.9,45.23,15512.0,3164.0,331,8,11704,17131357,979259,6651,0,14,15,7,-24,5
Alabama,2021-08-10,4651,29,631248,11974,3730982.0,34.99,45.51,13748.0,2804.0,412,7,15694,17681820,961784,6852,-2,12,9,5,-22,5
Alabama,2021-08-11,4463,41,635711,12015,3733090.0,35.01,45.55,12408.0,2531.0,417,15,16743,16911479,984893,6725,-2,11,5,3,-24,5
Alabama,2021-08-12,4187,26,639898,12041,3748680.0,35.09,45.79,13944.0,2844.0,430,15,11180,16230580,1055340,7654,-5,13,8,6,-22,5
Alabama,2021-08-13,3908,45,643806,12086,3764110.0,35.18,46.02,11871.0,2421.0,402,14,9040,17607801,955174,7058,-4,8,12,4,-23,5
Alabama,2021-08-14,2689,52,646495,12138,3769434.0,35.22,46.1,9995.0,2038.0,367,6,11480,16034759,993776,6302,-5,12,30,13,-8,2
Alabama,2021-08-15,2856,33,649351,12171,3792348.0,35.38,46.4,13252.0,2703.0,370,15,7363,14454389,1071256,8032,-5,10,7,12,-10,4
Alabama,2021-08-16,5617,42,654968,12213,3815944.0,35.56,46.69,14773.0,3013.0,367,8,13225,17207037,982395,6636,-4,13,6,1,-24,5
Alabama,2021-08-17,5280,35,660248,12248,3828166.0,35.66,46.82,13883.0,2831.0,415,12,18455,16934280,980040,6484,-3,11,7,-2,-23,5
Alabama,2021-08-18,4937,47,665185,12295,3838861.0,35.74,46.96,15110.0,3082.0,368,14,19653,15980744,1023703,6238,-1,12,7,3,-21,4
Alabama,2021-08-19,4794,32,669979,12327,3857905.0,35.88,47.17,15604.0,3182.0,395,13,15796,17479477,945859,6397,-9,8,-5,0,-21,6
Alabama,2021-08-20,4439,30,674418,12357,3888601.0,36.11,47.53,17784.0,3627.0,382,16,17973,17540583,945330,6627,-7,5,7,0,-21,5
Alabama,2021-08-21,2732,34,677150,12391,3906516.0,36.25,47.74,19583.0,3994.0,378,16,14189,16013880,989046,6263,-10,5,11,3,-10,4
Alabama,2021-08-22,2661,27,679811,12418,3916146.0,36.34,47.85,17685.0,3607.0,359,12,8861,14092726,1036235,7196,-7,9,14,7,-10,4
Alabama,2021-08-23,5771,31,685582,12449,3943465.0,36.58,48.1,18217.0,3715.0,346,15,10103,16985173,981042,6445,-6,10,9,0,-22,5
Alabama,2021-08-24,4926,23,690508,12472,3963352.0,36.76,48.3,19312.0,3939.0,400,13,9912,17717650,1021213,8057,-6,8,8,-2,-21,5
Alabama,2021-08-25,4669,20,695177,12492,3966712.0,36.79,48.34,18264.0,3725.0,405,14,21870,17201798,1024653,7563,-4,9,5,-1,-22,5
Alabama,2021-08-26,4561,27,699738,12519,3988529.0,36.98,48.56,18661.0,3806.0,416,17,23466,15827434,1054130,7684,-7,10,7,1,-21,5
Alabama,2021-08-27,4403,21,704141,12540,4044688.0,37.49,48.94,22298.0,4548.0,432,15,21786,17865379,985682,8455,-7,6,10,0,-20,5
Alabama,2021-08-28,2560,19,706701,12559,4072870.0,37.73,49.25,23765.0,4847.0,363,20,15440,16328245,1027942,7304,-8,10,31,13,-10,3
Alabama,2021-08-29,2493,22,709194,12581,4097445.0,37.94,49.49,25900.0,5282.0,388,16,10303,14850214,1068488,8418,-15,3,-8,0,-14,6
Alabama,2021-08-30,5035,11,714229,12592,4112942.0,38.1,49.62,24211.0,4938.0,442,17,13902,17448477,1004462,7524,-14,1,-22,-12,-27,10
Alabama,2021-08-31,4727,11,718956,12603,4136247.0,38.35,49.81,24699.0,5037.0,437,18,19167,17763857,992535,7066,-9,6,-21,-4,-23,9
Alabama,2021-09-01,4385,21,723341,12624,4139337.0,38.38,49.85,24661.0,5030.0,394,22,22330,16347446,1034170,5881,4,15,6,8,-20,5
Alabama,2021-09-02,3796,8,727137,12632,4158442.0,38.57,50.02,24273.0,4950.0,449,15,17531,15674747,1047377,6017,-1,15,16,11,-19,4
Alabama,2021-09-03,3321,7,730458,12639,4178419.0,38.77,50.2,19104.0,3896.0,383,17,17917,15895856,1018657,6802,1,14,22,11,-22,4
Alabama,2021-09-04,1991,8,732449,12647,4209610.0,39.07,50.46,19534.0,3984.0,411,16,12598,18404859,978116,7856,-9,12,34,6,-16,2
Alabama,2021-09-05,1983,2,734432,12649,,,,17362.0,3541.0,346,13,8455,,,,-4,11,44,1,-15,2
Alabama,2021-09-06,2140,8,736572,12657,,,,16486.0,3362.0,386,10,6166,,,,-14,1,25,-6,-70,18
Alabama,2021-09-07,4431,6,741003,12663,4237710.0,39.36,50.69,14495.0,2956.0,359,10,11964,,,,-4,11,14,4,-20,5
Alabama,2021-09-08,3163,3,744166,12666,4252635.0,39.53,50.82,16185.0,3301.0,407,19,17743,,,,-3,9,10,3,-19,5
Alabama,2021-09-09,2650,5,746816,12671,4255847.0,39.57,50.85,13915.0,2838.0,385,12,20179,,,,-5,10,19,4,-18,4
Alabama,2021-09-10,1795,5,748611,12676,4287769.0,39.91,51.08,15621.0,3186.0,383,6,15820,,,,-5,4,19,4,-17,4
Alabama,2021-09-11,905,2,749516,12678,4292244.0,39.96,51.12,11805.0,2408.0,327,4,11496,,,,-8,5,42,8,-9,2
Alabama,2021-09-12,782,0,750298,12678,4313489.0,40.2,51.27,13502.0,2754.0,343,8,7077,,,,-8,6,26,10,-10,3
Alabama,2021-09-13,3944,40,754242,12718,4328199.0,40.36,51.39,14265.0,2909.0,277,6,7112,,,,-5,8,17,3,-19,4
Alabama,2021-09-14,3651,66,757893,12784,4329528.0,40.4,51.32,13117.0,2675.0,338,10,,,,,,,,,,
Alaska,2021-01-01,470,4,46241,285,,,,,,7,0,5002,1960185,231339,7340,-46,-29,0,-59,-70,25
Alaska,2021-01-02,289,2,46530,287,,,,,,8,0,4430,2224442,218430,7392,-23,-7,-9,-21,-18,8
Alaska,2021-01-03,168,2,46698,289,,,,,,20,0,6025,2039817,231606,7203,-17,-10,-3,-24,-13,6
Alaska,2021-01-04,214,1,46912,290,,,,,,12,0,7377,2166960,226999,4833,-11,-3,-6,-25,-26,11
Alaska,2021-01-05,209,0,47121,290,,,,,,17,0,11230,2120706,217155,5494,-12,-6,-9,-27,-25,12
Alaska,2021-01-06,340,3,47461,293,,,,,,6,0,11353,2186582,210082,7079,-14,-5,-10,-29,-25,12
Alaska,2021-01-07,337,1,47798,294,,,,,,12,0,9208,2157821,210967,7378,-19,-10,-11,-27,-26,12
Alaska,2021-01-08,399,2,48197,296,,,,,,5,0,10674,2298414,209656,7509,-19,-12,-4,-28,-26,12
Alaska,2021-01-09,374,1,48571,297,,,,,,4,0,6894,2178226,219203,6558,-20,-8,-1,-25,-13,7
Alaska,2021-01-10,248,1,48819,298,,,,,,7,0,5127,1901744,230478,6857,-13,-7,6,-32,-14,5
Alaska,2021-01-11,175,0,48994,298,,,,,,7,0,8111,2173979,218192,6287,-14,-7,-4,-32,-24,10
Alaska,2021-01-12,158,0,49152,298,35838.0,0.74,3.07,,,7,1,9642,2211141,215003,7149,-17,-11,-4,-35,-24,11
Alaska,2021-01-13,294,0,49446,298,38680.0,0.84,3.35,2842.0,3885.0,14,1,11572,2197467,208714,7613,-15,-8,-5,-32,-23,11
Alaska,2021-01-14,332,1,49778,299,42596.0,,4.85,3379.0,4619.0,3,0,9189,2211308,212083,6400,-20,-12,-10,-33,-26,11
Alaska,2021-01-15,291,1,50069,300,49039.0,1.29,5.41,4400.0,6015.0,6,0,8564,2585582,209085,5670,-19,-14,-6,-33,-31,12
Alaska,2021-01-16,195,0,50264,300,,,,4381.0,5989.0,8,0,6009,2424816,222432,6248,-20,-10,2,-27,-15,7
Alaska,2021-01-17,258,2,50522,302,,,,4369.0,5972.0,5,0,5420,2261154,217936,8373,-15,-11,19,-35,-16,5
Alaska,2021-01-18,148,0,50670,302,,,,4362.0,5963.0,4,1,5205,2475823,207612,8216,-19,-14,-11,-42,-46,16
Alaska,2021-01-19,127,1,50797,303,66331.0,1.48,7.58,4356.0,5955.0,4,0,8504,2239315,225146,6775,-21,-14,-3,-31,-26,11
Alaska,2021-01-20,161,1,50958,304,68293.0,1.54,7.78,4230.0,5782.0,3,1,9070,2392606,211913,7178,-17,-10,-1,-30,-23,10
Alaska,2021-01-21,199,0,51157,304,71907.0,1.69,8.13,4187.0,5724.0,4,1,8187,2601830,201266,9186,-19,-11,-2,-30,-24,10
Alaska,2021-01-22,265,2,51422,306,81096.0,1.88,9.19,4580.0,6261.0,7,0,7940,2529316,199183,7450,-19,-13,-2,-34,-24,10
Alaska,2021-01-23,241,0,51663,306,88344.0,2.08,9.98,4997.0,6831.0,5,0,5657,2271984,212667,6744,-20,-9,1,-29,-12,6
Alaska,2021-01-24,164,1,51827,307,94257.0,2.21,10.65,5225.0,7142.0,4,0,3586,2210434,223511,8665,-17,-13,18,-32,-11,4
Alaska,2021-01-25,81,0,51908,307,97031.0,2.28,10.97,5003.0,6839.0,6,2,5541,2200147,207709,9020,-16,-11,15,-30,-23,9
Alaska,2021-01-26,83,1,51991,308,98149.0,2.3,11.1,4545.0,6213.0,4,1,9177,2482694,200906,7989,-17,-12,3,-33,-23,10
Alaska,2021-01-27,165,0,52156,308,101597.0,2.47,11.4,4758.0,6504.0,3,0,9924,2423964,202953,8818,-17,-9,-8,-34,-22,11
Alaska,2021-01-28,174,0,52330,308,105858.0,2.74,11.71,4850.0,6630.0,5,0,8248,2377387,207682,8195,-21,-12,-6,-31,-24,10
Alaska,2021-01-29,177,0,52507,308,110396.0,2.95,12.12,4186.0,5722.0,3,0,7457,2500301,200063,6864,-18,-13,-4,-33,-24,10
Alaska,2021-01-30,129,0,52636,308,115268.0,3.19,12.55,3846.0,5257.0,1,0,6253,2409930,212070,6341,-17,-7,11,-25,-13,6
Alaska,2021-01-31,126,0,52762,308,119590.0,3.36,12.97,3619.0,4947.0,2,0,5201,2290253,222450,9378,-12,-8,16,-31,-13,4
Alaska,2021-02-01,65,0,52827,308,122020.0,3.48,13.18,3570.0,4880.0,3,0,7330,2666105,208618,9898,-12,-4,0,-31,-22,9
Alaska,2021-02-02,113,0,52940,308,123443.0,3.58,13.27,3613.0,4939.0,6,1,10873,2637663,206388,6919,-16,-9,-11,-34,-23,10
Alaska,2021-02-03,176,0,53116,308,125765.0,3.76,13.41,3453.0,4720.0,3,0,9580,2540696,202092,7689,-15,-7,-12,-31,-22,10
Alaska,2021-02-04,157,0,53273,308,129936.0,4.12,13.61,3440.0,4702.0,4,0,10245,2613332,197459,7517,-18,-10,-1,-31,-24,10
Alaska,2021-02-05,160,0,53433,308,134002.0,4.46,13.84,3372.0,4609.0,2,0,9176,2677937,193192,7147,-18,-12,-10,-33,-24,10
Alaska,2021-02-06,124,1,53557,309,139147.0,4.89,14.1,3411.0,4663.0,4,0,5273,2419739,201477,6893,-19,-4,13,-28,-11,6
Alaska,2021-02-07,212,0,53769,309,146082.0,5.41,14.53,3785.0,5174.0,4,0,4574,2328805,217049,9964,-22,-10,5,-36,-12,4
Alaska,2021-02-08,86,0,53855,309,150934.0,5.58,15.02,4131.0,5647.0,3,0,6596,2797369,205470,10329,-17,-12,-3,-34,-24,10
Alaska,2021-02-09,106,1,53961,310,152874.0,5.7,15.16,4204.0,5747.0,3,0,9371,2353125,203822,9546,-19,-14,-13,-35,-23,11
Alaska,2021-02-10,170,0,54131,310,156255.0,5.95,15.37,4356.0,5955.0,6,1,8860,3054605,196179,10049,-14,-8,-13,-30,-22,10
Alaska,2021-02-11,132,0,54263,310,162273.0,6.29,15.86,4620.0,6315.0,4,0,8877,2806376,191360,9130,-16,-8,-6,-28,-24,10
Alaska,2021-02-12,131,0,54394,310,167436.0,6.69,16.16,4776.0,6529.0,3,0,6888,2592443,188290,8457,-13,-6,1,-26,-28,10
Alaska,2021-02-13,94,1,54488,311,175138.0,7.16,16.74,5142.0,7029.0,2,0,4753,2825186,203702,6635,-13,2,21,-27,-12,5
Alaska,2021-02-14,186,1,54674,312,183831.0,7.81,17.28,5393.0,7372.0,3,0,3826,2579310,206794,10208,0,4,22,-23,-12,3
Alaska,2021-02-15,84,0,54758,312,,,,5212.0,7125.0,4,1,5113,2877345,189662,10191,-13,-8,16,-34,-43,14
Alaska,2021-02-16,60,0,54818,312,191008.0,8.33,17.72,5448.0,7447.0,7,0,8364,2880287,188246,8796,-16,-11,-1,-27,-24,10
Alaska,2021-02-17,39,1,54857,313,193617.0,8.54,17.87,5337.0,7296.0,5,0,7972,2872851,185582,9225,-15,-6,-5,-28,-22,10
Alaska,2021-02-18,212,1,55069,314,199151.0,8.92,18.25,5268.0,7201.0,7,0,7872,2947022,181946,8484,-18,-9,-8,-24,-24,9
Alaska,2021-02-19,187,1,55256,315,216223.0,9.83,19.67,6970.0,9528.0,5,0,6462,2933030,184121,7821,-16,-10,1,-26,-24,10
Alaska,2021-02-20,136,3,55392,318,227403.0,10.75,20.27,7466.0,10206.0,5,0,4951,2475701,209606,6010,-17,-8,-5,-23,-12,6
Alaska,2021-02-21,113,2,55505,320,235141.0,11.25,20.83,7330.0,10020.0,5,0,4576,2475491,205829,8815,-11,-9,10,-27,-11,4
Alaska,2021-02-22,61,0,55566,320,238279.0,11.5,20.99,7266.0,9932.0,7,0,6248,2773954,187416,8547,-12,-8,5,-26,-22,9
Alaska,2021-02-23,57,2,55623,322,239927.0,11.58,21.14,6988.0,9552.0,8,1,8133,2880469,187301,7662,-14,-10,-5,-28,-22,9
Alaska,2021-02-24,177,0,55800,322,243650.0,11.87,21.36,7148.0,9771.0,3,0,8159,2933840,189868,6159,-11,-7,-9,-27,-21,9
Alaska,2021-02-25,150,0,55950,322,249559.0,12.33,21.71,7201.0,9844.0,6,0,8443,2893528,189166,7175,-13,-7,4,-25,-23,9
Alaska,2021-02-26,102,0,56052,322,254334.0,12.61,22.09,5444.0,7442.0,2,0,6823,2872253,184693,7487,-13,-11,-1,-30,-24,10
Alaska,2021-02-27,160,1,56212,323,259538.0,13.03,22.38,4591.0,6276.0,1,0,5166,2688648,199410,5839,-11,-5,8,-15,-12,5
Alaska,2021-02-28,119,0,56331,323,264741.0,13.34,22.79,4229.0,5781.0,3,0,5377,2667986,208485,6880,-4,-4,22,-20,-11,4
Alaska,2021-03-01,67,2,56398,325,268406.0,13.66,22.97,4304.0,5883.0,1,0,7462,2662235,191862,9131,-9,0,-3,-23,-22,8
Alaska,2021-03-02,125,1,56523,326,269941.0,13.79,23.05,4288.0,5862.0,7,0,9046,2923883,186300,7062,-9,-3,8,-26,-21,8
Alaska,2021-03-03,173,0,56696,326,273350.0,14.0,23.32,4243.0,5800.0,6,0,7664,2952328,188383,6214,-3,1,3,-18,-21,8
Alaska,2021-03-04,127,0,56823,326,276891.0,14.23,23.57,3905.0,5338.0,4,0,8288,3098088,186362,6320,-8,-3,5,-18,-23,8
Alaska,2021-03-05,136,2,56959,328,281467.0,14.57,23.87,3876.0,5298.0,3,0,7675,2954226,183217,6808,-9,-6,5,-20,-25,9
Alaska,2021-03-06,129,0,57088,328,288625.0,15.04,24.36,4155.0,5680.0,6,0,4771,2739907,194796,5124,-7,-1,22,-12,-13,4
Alaska,2021-03-07,102,0,57190,328,295046.0,15.55,24.74,4329.0,5918.0,5,0,4586,2622736,199710,6885,2,0,49,-15,-12,2
Alaska,2021-03-08,90,1,57280,329,298144.0,15.81,24.91,4248.0,5807.0,4,1,5271,2892882,186691,7879,-3,-2,32,-19,-28,8
Alaska,2021-03-09,90,0,57370,329,302687.0,16.04,25.28,4678.0,6395.0,4,0,8367,3125146,186631,8401,-7,-6,15,-22,-27,9
Alaska,2021-03-10,146,1,57516,330,307769.0,16.28,25.74,4917.0,6721.0,4,0,7778,2734394,184786,7644,-8,-5,0,-20,-26,9
Alaska,2021-03-11,215,0,57731,330,313365.0,16.7,26.07,5211.0,7123.0,4,1,7773,3163428,189245,6741,-16,-8,-5,-22,-32,11
Alaska,2021-03-12,110,1,57841,331,318526.0,16.97,26.51,5294.0,7237.0,6,0,7908,2830817,175945,6285,-7,-6,9,-20,-30,9
Alaska,2021-03-13,169,0,58010,331,324271.0,17.31,26.99,5092.0,6961.0,2,0,5072,2900720,184779,4797,-3,2,23,-12,-13,3
Alaska,2021-03-14,107,0,58117,331,333357.0,17.89,27.67,5473.0,7481.0,3,1,4835,2510843,187774,7786,5,2,16,-12,-12,3
Alaska,2021-03-15,95,0,58212,331,337141.0,18.12,28.06,5571.0,7615.0,7,0,7028,3166742,179754,7792,-4,-3,-1,-19,-24,8
Alaska,2021-03-16,105,0,58317,331,339647.0,18.3,28.21,5280.0,7218.0,5,1,6767,3165080,170109,7642,1,-1,12,-15,-21,7
Alaska,2021-03-17,176,0,58493,331,345987.0,18.56,28.83,5460.0,7464.0,4,0,7410,3378802,169865,6366,4,4,3,-17,-21,7
Alaska,2021-03-18,152,1,58645,332,351093.0,18.93,29.18,5390.0,7368.0,8,0,8361,3217794,169942,7143,-2,-2,8,-13,-22,7
Alaska,2021-03-19,63,0,58708,332,356055.0,19.16,29.63,5361.0,7328.0,5,0,7832,3258731,167356,6525,-2,-6,20,-14,-23,7
Alaska,2021-03-20,185,1,58893,333,362698.0,19.6,30.23,5490.0,7505.0,8,0,3621,2572277,186737,4286,-2,1,13,-11,-12,4
Alaska,2021-03-21,117,0,59010,333,372435.0,19.95,31.21,5583.0,7632.0,9,0,5463,2662543,183571,6275,9,3,40,-6,-8,2
Alaska,2021-03-22,50,0,59060,333,375590.0,20.08,31.52,5493.0,7509.0,5,0,7012,3262669,175868,7976,1,0,12,-15,-20,7
Alaska,2021-03-23,173,0,59233,333,376555.0,20.12,31.62,5273.0,7208.0,5,0,7486,3273393,170418,7901,0,-3,8,-20,-20,8
Alaska,2021-03-24,210,2,59443,335,379296.0,20.33,31.86,4758.0,6504.0,4,0,7047,3645964,169225,8269,1,1,6,-17,-19,8
Alaska,2021-03-25,146,0,59589,335,384503.0,20.64,32.27,4773.0,6525.0,2,0,7291,3017707,172444,6120,-8,-6,-4,-16,-21,8
Alaska,2021-03-26,177,2,59766,337,389775.0,21.01,32.75,4817.0,6585.0,4,0,7066,3702780,151512,5703,-4,-5,13,-14,-23,7
Alaska,2021-03-27,199,1,59965,338,395650.0,21.42,33.18,4707.0,6434.0,4,0,4832,2740376,178104,4220,-3,0,17,-10,-12,3
Alaska,2021-03-28,199,0,60164,338,401502.0,21.9,33.54,4152.0,5676.0,9,0,5053,2935150,187787,7286,5,2,29,-14,-10,2
Alaska,2021-03-29,129,0,60293,338,403284.0,22.0,33.7,3956.0,5408.0,4,0,5797,3070126,181060,8818,-1,-1,2,-19,-25,9
Alaska,2021-03-30,86,1,60379,339,404339.0,22.08,33.78,3969.0,5426.0,6,0,8403,2842176,170655,7459,-1,-2,10,-14,-19,7
Alaska,2021-03-31,159,1,60538,340,407233.0,22.3,34.0,3991.0,5456.0,7,0,8199,3692147,172497,6853,1,2,0,-11,-20,7
Alaska,2021-04-01,230,0,60768,340,411529.0,22.6,34.23,3861.0,5278.0,9,0,6886,3081256,171014,7075,2,7,6,-11,-19,6
Alaska,2021-04-02,196,0,60964,340,415690.0,22.91,34.53,3702.0,5061.0,12,0,6999,3393280,164462,5730,0,3,10,-18,-25,8
Alaska,2021-04-03,233,0,61197,340,420238.0,23.34,34.76,3513.0,4802.0,2,0,4537,2598345,182478,4566,-2,15,9,-17,-10,4
Alaska,2021-04-04,132,0,61329,340,428556.0,24.17,35.18,3865.0,5283.0,4,1,4089,2366026,198444,7059,-24,-10,3,-17,-19,4
Alaska,2021-04-05,117,0,61446,340,431436.0,24.45,35.32,4022.0,5498.0,3,0,6011,3262079,173209,5756,4,3,18,-10,-23,8
Alaska,2021-04-06,84,0,61530,340,432690.0,24.52,35.39,4050.0,5536.0,7,1,9015,3119952,169131,7895,1,1,12,-13,-18,7
Alaska,2021-04-07,217,0,61747,340,436681.0,24.87,35.63,4207.0,5751.0,10,0,8705,3060668,169462,7043,3,3,8,-15,-19,7
Alaska,2021-04-08,222,1,61969,341,443287.0,25.51,35.97,4537.0,6202.0,12,0,7177,3357993,169371,6496,-8,-4,-11,-19,-19,8
Alaska,2021-04-09,243,0,62212,341,448337.0,25.97,36.29,4664.0,6376.0,2,0,6408,3183236,165457,7131,-4,-5,-2,-14,-20,7
Alaska,2021-04-10,179,0,62391,341,455719.0,26.63,36.72,5069.0,6929.0,4,0,4323,2807412,179467,5399,-2,1,5,-11,-11,4
Alaska,2021-04-11,97,0,62488,341,461286.0,27.17,37.02,4676.0,6392.0,4,0,4926,2605819,191259,6561,5,1,9,-11,-9,3
Alaska,2021-04-12,78,0,62566,341,465250.0,27.58,37.21,4831.0,6604.0,4,0,5779,3437868,176696,8699,2,2,14,-9,-17,6
Alaska,2021-04-13,132,0,62698,341,496015.0,30.4,38.64,9046.0,12366.0,4,0,7475,3087829,175235,7102,1,0,8,-13,-17,7
Alaska,2021-04-14,197,0,62895,341,499742.0,30.77,38.84,9009.0,12315.0,6,0,8574,3364811,174907,6537,3,3,1,-14,-19,7
