State,Date,new_case,new_death,tot_cases,tot_death,total_vaccinations,people_fully_vaccinated_per_hundred,people_vaccinated_per_hundred,daily_vaccinations,daily_vaccinations_per_million,previous_day_admission_adult_covid_confirmed,previous_day_admission_pediatric_covid_confirmed,new_tests,Number_of_Trips,Population_Staying_at_Home,Number_of_Trips_500miles,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
Florida,2021-08-17,23530,323,2978541,44388,23738822.0,50.58,61.5,72058.0,3355.0,2296,64,145262,77280845,4575547,108851,-12,-1,-19,-25,-31,7
Florida,2021-08-18,24502,329,3003043,44717,23806424.0,50.71,61.66,72942.0,3396.0,2254,56,141815,73563217,4748263,107233,-13,-3,-17,-26,-29,6
Florida,2021-08-19,24502,347,3027545,45064,23892181.0,50.87,61.85,78137.0,3638.0,2198,62,145763,78741885,4448567,112747,-14,-3,-15,-25,-29,6
Florida,2021-08-20,22265,369,3049810,45433,23984753.0,51.04,62.06,79623.0,3707.0,2218,57,140004,79826459,4433205,119049,-15,-4,-17,-27,-28,7
Florida,2021-08-21,18048,322,3067858,45755,24077133.0,51.21,62.25,79327.0,3693.0,2152,66,83005,74843783,4573630,109592,-15,-5,-18,-29,-16,3
Florida,2021-08-22,14686,300,3082544,46055,24248565.0,51.56,62.58,91755.0,4272.0,1876,50,75613,63926684,4875793,122953,-14,-5,-22,-28,-18,4
Florida,2021-08-23,21328,344,3103872,46399,24249172.0,51.56,62.59,81788.0,3808.0,1854,55,161374,78677009,4562209,109020,-16,-4,-25,-27,-30,6
Florida,2021-08-24,26344,334,3130216,46733,24308757.0,51.69,62.7,81419.0,3791.0,2026,63,154735,80675215,4782461,105100,-16,-4,-24,-28,-30,7
Florida,2021-08-25,21426,296,3151642,47029,24384379.0,51.86,62.86,82565.0,3844.0,1987,80,150861,78493296,4813891,96433,-14,-4,-19,-29,-29,7
Florida,2021-08-26,27786,356,3179428,47385,24385811.0,51.86,62.87,70519.0,3283.0,1995,63,147808,74022918,4887671,80390,-16,-4,-20,-26,-29,7
Florida,2021-08-27,21390,350,3200818,47735,24562341.0,52.24,63.2,82513.0,3842.0,1878,70,141531,80471920,4644551,101110,-17,-5,-24,-28,-27,7
Florida,2021-08-28,17733,292,3218551,48027,24655225.0,52.44,63.38,82585.0,3845.0,1800,69,87127,72015313,4879447,90636,-17,-6,-22,-32,-16,4
Florida,2021-08-29,13086,302,3231637,48329,24748548.0,52.64,63.56,71426.0,3326.0,1606,65,72318,66050445,5049093,110087,-16,-7,-25,-28,-18,5
Florida,2021-08-30,18747,318,3250384,48647,24835051.0,52.85,63.7,83697.0,3897.0,1534,67,159932,78425433,4796675,98787,-16,-5,-25,-28,-29,6
Florida,2021-08-31,19191,289,3269575,48936,24897414.0,53.0,63.81,84094.0,3915.0,1731,57,143636,79705889,4756669,103542,-15,-3,-25,-28,-27,7
Florida,2021-09-01,21563,271,3291138,49207,24977541.0,53.19,63.96,84737.0,3945.0,1771,66,139542,73256011,4884807,88534,-15,-5,-29,-29,-27,7
Florida,2021-09-02,18105,250,3309243,49457,25072227.0,53.4,64.13,98059.0,4566.0,1701,63,132935,70322915,4913271,89979,-15,-4,-26,-24,-27,6
Florida,2021-09-03,17114,209,3326357,49666,25156758.0,53.58,64.28,84917.0,3954.0,1544,44,127737,71968171,4777522,102160,-13,-1,-19,-23,-27,6
Florida,2021-09-04,17274,187,3343631,49853,25240490.0,53.76,64.44,83609.0,3893.0,1505,41,75553,81321518,4609561,124139,-15,-4,-14,-28,-18,3
Florida,2021-09-05,11138,165,3354769,50018,,,,70439.0,3280.0,1370,50,65816,,,,-10,-4,-4,-31,-18,3
Florida,2021-09-06,10190,187,3364959,50205,,,,58242.0,2712.0,1342,36,56871,,,,-16,-10,-2,-34,-69,16
Florida,2021-09-07,13928,130,3378887,50335,25243875.0,53.77,64.46,49494.0,2304.0,1320,40,153518,,,,-16,-3,-25,-23,-29,7
Florida,2021-09-08,12492,115,3391379,50450,25498754.0,54.35,64.91,74459.0,3467.0,1368,59,113999,,,,-16,-5,-24,-29,-26,6
Florida,2021-09-09,17909,90,3409288,50540,25535858.0,54.43,64.98,66233.0,3084.0,1362,41,105427,,,,-16,-5,-22,-28,-25,6
Florida,2021-09-10,9232,61,3418520,50601,25619309.0,54.65,65.11,66079.0,3077.0,1282,59,91300,,,,-16,-5,-19,-28,-23,6
Florida,2021-09-11,16781,61,3435301,50662,25694008.0,54.81,65.24,64788.0,3017.0,1154,39,46247,,,,-16,-7,-16,-34,-15,4
Florida,2021-09-12,6979,53,3442280,50715,25770898.0,54.98,65.37,75611.0,3520.0,1051,38,34621,,,,-16,-7,-24,-27,-17,5
Florida,2021-09-13,11391,57,3453671,50772,25840307.0,55.15,65.49,85366.0,3975.0,970,41,35932,,,,-16,-6,-26,-28,-26,6
Florida,2021-09-14,10889,34,3464560,50806,25890917.0,55.28,65.58,92435.0,4304.0,1079,38,2447,,,,,,,,,
Georgia,2021-01-01,11137,24,677589,10958,,,,,,710,16,5857,24447092,3148485,22751,-45,-34,-30,-55,-75,27
Georgia,2021-01-02,7533,2,685122,10960,,,,,,911,19,18000,30053166,2679166,23361,-19,-12,4,-19,-20,8
Georgia,2021-01-03,5778,4,690900,10964,,,,,,854,26,6161,27101938,2895394,23603,-18,-13,-11,-18,-18,6
Georgia,2021-01-04,5163,7,696063,10971,,,,,,715,25,14590,31969195,2410800,27790,-12,-4,-8,-27,-33,10
Georgia,2021-01-05,10091,101,706154,11072,,,,,,767,17,14956,32361055,2324963,26678,-9,1,3,-29,-34,11
Georgia,2021-01-06,7686,93,713840,11165,,,,,,864,22,19592,32124570,2243729,23783,-15,-8,-15,-33,-32,11
Georgia,2021-01-07,9790,65,723630,11230,,,,,,806,17,30966,31008350,2269026,23934,-20,-9,-42,-37,-32,13
Georgia,2021-01-08,13296,84,736926,11314,,,,,,908,19,41763,32964400,2259345,24092,-22,-12,-32,-36,-31,13
Georgia,2021-01-09,11926,143,748852,11457,,,,,,891,17,24804,32413095,2397165,20332,-18,-9,-26,-32,-12,7
Georgia,2021-01-10,8193,1,757045,11458,,,,,,746,15,13737,28716581,2600620,24258,-18,-10,-17,-34,-17,6
Georgia,2021-01-11,7454,17,764499,11475,,,,,,636,17,45490,30291335,2416923,21859,-21,-9,-39,-38,-31,12
Georgia,2021-01-12,9193,187,773692,11662,170571.0,0.07,0.8,,,864,21,48186,30356613,2373603,20478,-18,-6,-31,-36,-32,12
Georgia,2021-01-13,8596,141,782288,11803,198756.0,0.08,0.81,28185.0,2655.0,779,21,44717,31502570,2337169,22158,-18,-10,-20,-35,-32,11
Georgia,2021-01-14,9036,172,791324,11975,231305.0,,1.92,30367.0,2860.0,795,21,44554,32351686,2268998,21150,-20,-11,-22,-34,-32,11
Georgia,2021-01-15,9806,163,801130,12138,231305.0,0.21,1.92,20245.0,1907.0,903,26,40950,35997578,2191317,19816,-21,-13,-7,-32,-31,11
Georgia,2021-01-16,8533,153,809663,12291,,,,20248.0,1907.0,917,12,22121,36154665,2430127,17224,-21,-12,-20,-32,-14,7
Georgia,2021-01-17,6332,5,815995,12296,,,,20250.0,1907.0,732,23,12578,31405890,2346450,26143,-21,-14,-9,-36,-19,6
Georgia,2021-01-18,4957,64,820952,12360,,,,20251.0,1907.0,655,28,32440,35430650,2102354,31052,-18,-11,1,-35,-47,14
Georgia,2021-01-19,7492,222,828444,12582,312336.0,0.27,2.62,20252.0,1907.0,783,24,44071,29376513,2319928,21369,-21,-8,-20,-35,-32,11
Georgia,2021-01-20,8205,196,836649,12778,397048.0,0.33,3.35,28327.0,2668.0,846,22,40692,30944141,2251170,20068,-22,-14,-12,-37,-33,11
Georgia,2021-01-21,8150,111,844799,12889,453862.0,0.38,3.83,31794.0,2995.0,844,18,39873,32537490,2169988,24567,-24,-13,-42,-38,-32,13
Georgia,2021-01-22,8374,171,853173,13060,603486.0,0.56,5.03,53169.0,5008.0,814,24,39122,34291617,2055629,26574,-22,-13,-13,-35,-30,11
Georgia,2021-01-23,8985,186,862158,13246,604067.0,0.56,5.03,50358.0,4743.0,721,18,19873,34227298,2119422,20676,-18,-11,20,-33,-11,6
Georgia,2021-01-24,4753,4,866911,13250,604067.0,0.56,5.03,47464.0,4470.0,599,23,12279,30368434,2409462,29593,-22,-13,0,-36,-17,6
Georgia,2021-01-25,3917,53,870828,13303,604067.0,0.56,5.03,44570.0,4198.0,488,22,42550,31490822,2166146,27077,-23,-13,-20,-37,-30,10
Georgia,2021-01-26,8393,179,879221,13482,668589.0,0.61,5.57,50893.0,4793.0,679,17,41293,32791306,2124035,22225,-21,-12,-16,-37,-31,11
Georgia,2021-01-27,6384,161,885605,13643,712866.0,0.71,5.87,45117.0,4249.0,672,23,37133,31582155,2144441,23372,-22,-14,-29,-38,-31,12
Georgia,2021-01-28,7352,184,892957,13827,764211.0,0.84,6.21,44336.0,4176.0,582,22,37438,32071685,2110519,24407,-21,-12,-28,-35,-30,11
Georgia,2021-01-29,6558,159,899515,13986,810291.0,0.94,6.53,29544.0,2783.0,545,20,35487,34366347,2048053,23554,-19,-13,0,-33,-28,9
Georgia,2021-01-30,6343,210,905858,14196,856746.0,1.03,6.87,36097.0,3400.0,499,19,17854,33580202,2158380,21058,-18,-10,-1,-31,-11,6
Georgia,2021-01-31,3587,2,909445,14198,906186.0,1.13,7.22,43160.0,4065.0,450,16,11256,29547912,2474239,32157,-24,-15,-44,-36,-20,7
Georgia,2021-02-01,3034,44,912479,14242,930517.0,1.18,7.4,46636.0,4392.0,430,19,36912,33264887,2202442,26262,-22,-11,-35,-36,-29,10
Georgia,2021-02-02,4961,208,917440,14450,940066.0,1.22,7.44,38782.0,3653.0,592,26,35771,33985622,2160457,22287,-19,-9,-31,-36,-30,11
Georgia,2021-02-03,4924,137,922364,14587,975038.0,1.33,7.66,37453.0,3528.0,567,20,35006,33489325,2092036,23808,-16,-9,-16,-34,-30,9
Georgia,2021-02-04,5706,169,928070,14756,1008040.0,1.44,7.86,34833.0,3281.0,516,20,34907,33654704,2051937,25643,-19,-10,-28,-34,-29,10
Georgia,2021-02-05,4842,102,932912,14858,1051622.0,1.59,8.11,34476.0,3247.0,481,22,33507,36825925,1949013,24490,-19,-11,-9,-33,-28,9
Georgia,2021-02-06,4490,232,937402,15090,1098863.0,1.78,8.36,34588.0,3258.0,530,25,16576,33198043,2140273,20162,-20,-11,-28,-33,-12,7
Georgia,2021-02-07,3589,2,940991,15092,1146024.0,1.98,8.59,34263.0,3227.0,429,20,10009,34440424,2321737,32143,-21,-6,-16,-38,-17,5
Georgia,2021-02-08,2704,38,943695,15130,1167738.0,2.07,8.7,33889.0,3192.0,416,16,33939,36613003,2151970,32940,-21,-12,-7,-34,-29,9
Georgia,2021-02-09,3721,171,947416,15301,1179950.0,2.15,8.73,34269.0,3228.0,492,14,32307,36839270,2149746,25400,-19,-9,-15,-35,-29,10
Georgia,2021-02-10,3490,120,950906,15421,1223850.0,2.37,8.91,35545.0,3348.0,433,14,31294,36907862,2095684,23632,-15,-8,7,-32,-29,9
Georgia,2021-02-11,4179,92,955085,15513,1273015.0,2.63,9.11,37854.0,3565.0,399,13,30676,37711938,2049992,31692,-19,-10,-40,-33,-29,11
Georgia,2021-02-12,3900,195,958985,15708,1273015.0,2.63,9.11,31628.0,2979.0,394,13,28282,35987739,1965845,32560,-17,-9,-21,-29,-30,10
Georgia,2021-02-13,3823,142,962808,15850,1328795.0,2.96,9.3,32847.0,3094.0,421,11,12905,32705576,2260718,25784,-16,-3,-38,-29,-14,7
Georgia,2021-02-14,1929,21,964737,15871,1437718.0,3.58,9.68,41671.0,3925.0,308,17,7790,33175491,2326997,38453,-14,-6,-33,-35,-17,6
Georgia,2021-02-15,2070,57,966807,15928,,,,41120.0,3873.0,284,22,27316,36599371,2154744,36986,-22,-13,-40,-36,-40,13
Georgia,2021-02-16,2895,246,969702,16174,1473440.0,3.79,9.8,41927.0,3949.0,335,23,27383,36999944,2103544,30942,-21,-10,-39,-37,-35,13
Georgia,2021-02-17,3545,99,973247,16273,1473440.0,3.79,9.8,35656.0,3358.0,378,23,28082,37556871,1966422,28189,-16,-7,-11,-32,-30,10
Georgia,2021-02-18,3485,130,976732,16403,1569216.0,4.36,10.11,42314.0,3985.0,330,17,26677,37458264,1943968,29503,-22,-13,-46,-35,-31,13
Georgia,2021-02-19,3679,207,980411,16610,1720789.0,4.97,10.91,63968.0,6025.0,336,17,26617,38825219,1881530,28270,-18,-10,-7,-31,-29,10
Georgia,2021-02-20,3336,132,983747,16742,1786755.0,5.35,11.13,65423.0,6162.0,311,17,12403,35568706,2082991,25639,-15,-8,19,-26,-10,5
Georgia,2021-02-21,1758,2,985505,16744,1850856.0,5.74,11.32,59020.0,5559.0,321,18,8393,35834966,2158494,37239,-15,-8,20,-27,-15,4
Georgia,2021-02-22,1536,91,987041,16835,1873683.0,5.84,11.19,59729.0,5626.0,293,21,30121,38467537,1987304,30788,-19,-10,-14,-31,-27,9
Georgia,2021-02-23,3780,92,990821,16927,1880429.0,5.88,11.22,58141.0,5476.0,378,22,27276,40102739,1923300,25317,-14,-5,9,-30,-28,9
Georgia,2021-02-24,3240,137,994061,17064,1919262.0,6.12,11.34,63689.0,5999.0,346,11,29290,39713666,1896603,24939,-11,-6,29,-28,-28,8
Georgia,2021-02-25,3327,135,997388,17199,1961849.0,6.36,11.48,56090.0,5283.0,281,11,26304,40521433,1900461,25223,-13,-5,10,-28,-27,8
Georgia,2021-02-26,3434,20,1000822,17219,2013769.0,6.65,11.67,41854.0,3942.0,285,11,24066,40435954,1859136,26932,-16,-10,-15,-27,-27,9
Georgia,2021-02-27,3365,75,1004187,17294,2070076.0,6.98,11.85,40474.0,3812.0,271,10,10795,38611050,1972197,22909,-10,-4,28,-21,-9,3
Georgia,2021-02-28,2334,1,1006521,17295,2072451.0,7.0,11.87,31656.0,2982.0,238,11,8605,37783467,2134264,34486,-10,-5,43,-24,-14,3
Georgia,2021-03-01,2139,81,1008660,17376,2072628.0,7.0,11.87,28421.0,2677.0,142,0,27997,39704831,1971870,29783,-15,-6,-20,-29,-27,9
Georgia,2021-03-02,3147,104,1011807,17480,2085047.0,7.03,11.95,29231.0,2753.0,169,1,25363,38238635,1960783,22672,-16,-7,-31,-31,-29,10
Georgia,2021-03-03,2735,145,1014542,17625,2133517.0,7.3,12.12,30608.0,2883.0,201,0,25594,39430713,1957446,24139,-7,-2,9,-26,-28,8
Georgia,2021-03-04,2886,125,1017428,17750,2187289.0,7.59,12.34,32206.0,3033.0,323,13,22655,40963275,1866688,26893,-10,-3,9,-25,-28,8
Georgia,2021-03-05,2081,65,1019509,17815,2253011.0,7.93,12.6,34177.0,3219.0,299,13,22871,41161539,1783508,27454,-11,-6,28,-23,-26,7
Georgia,2021-03-06,2269,90,1021778,17905,2308087.0,8.17,12.86,34002.0,3202.0,230,14,10610,37516676,1960619,23439,-9,-5,27,-19,-11,3
Georgia,2021-03-07,1709,1,1023487,17906,2366573.0,8.42,13.15,42017.0,3957.0,218,16,7182,35540015,2126545,33355,-7,-4,37,-21,-15,3
Georgia,2021-03-08,1444,42,1024931,17948,2391999.0,8.52,13.3,45624.0,4297.0,181,15,26179,38661756,1913362,31382,-12,-5,21,-26,-27,7
Georgia,2021-03-09,1761,30,1026692,17978,2406206.0,8.58,13.38,45880.0,4321.0,267,18,25242,40276444,1897752,25090,-10,-2,15,-28,-28,8
Georgia,2021-03-10,1740,58,1028432,18036,2408998.0,8.59,13.39,39354.0,3707.0,260,15,25340,41186551,1831071,25452,-8,-3,28,-24,-28,7
Georgia,2021-03-11,1714,81,1030146,18117,2483900.0,8.82,13.88,42373.0,3991.0,256,14,21505,39825540,1835169,27574,-9,-3,15,-24,-28,8
Georgia,2021-03-12,1567,47,1031713,18164,2598432.0,9.23,14.58,49346.0,4648.0,258,14,20611,42811659,1734730,24857,-9,-5,50,-20,-29,6
Georgia,2021-03-13,1254,52,1032967,18216,2681373.0,9.5,15.15,53327.0,5023.0,221,13,9477,38972963,1837834,17446,-4,-1,73,-11,-11,1
Georgia,2021-03-14,819,-1,1033786,18215,2754347.0,9.74,15.66,55396.0,5217.0,182,9,6660,38618056,1934303,33167,-2,-1,62,-13,-15,2
Georgia,2021-03-15,977,47,1034763,18262,2790084.0,9.84,15.92,56869.0,5356.0,192,13,24557,38959560,1869841,29136,-7,0,24,-22,-28,7
Georgia,2021-03-16,1743,25,1036506,18287,2810272.0,9.88,16.08,57724.0,5437.0,204,10,21840,41465869,1848048,24630,-9,-2,-26,-26,-29,10
Georgia,2021-03-17,2044,72,1038550,18359,2814158.0,9.89,16.11,57880.0,5451.0,218,17,22252,38570827,1827844,21589,-2,1,-16,-24,-28,8
Georgia,2021-03-18,2267,61,1040817,18420,2906563.0,10.19,16.71,60380.0,5687.0,212,11,19707,39970340,1838149,23847,-5,-3,-8,-23,-31,10
Georgia,2021-03-19,1600,44,1042417,18464,2910835.0,10.21,16.74,44629.0,4203.0,254,13,19207,41066573,1675615,22185,-5,-4,31,-17,-27,6
Georgia,2021-03-20,1717,66,1044134,18530,3113334.0,10.72,18.08,61709.0,5812.0,208,8,9579,38580479,1800990,14449,0,-1,55,-8,-10,1
Georgia,2021-03-21,1504,0,1045638,18530,3207887.0,10.88,18.83,64791.0,6102.0,178,13,6981,33778375,1947330,26305,-2,-3,27,-13,-15,2
Georgia,2021-03-22,744,26,1046382,18556,3280952.0,11.04,19.39,70124.0,6605.0,188,13,22898,42421225,1810963,28154,-4,0,40,-20,-26,6
Georgia,2021-03-23,1791,32,1048173,18588,3281102.0,11.04,19.4,67261.0,6335.0,236,12,22219,45807741,1740762,23594,-5,0,17,-23,-28,7
Georgia,2021-03-24,1224,72,1049397,18660,3362513.0,11.22,19.99,78336.0,7378.0,242,9,21582,43529637,1759864,20356,-3,-1,30,-22,-28,7
Georgia,2021-03-25,1964,91,1051361,18751,3434860.0,11.38,20.53,75471.0,7108.0,235,13,19096,43697108,1804291,21900,-10,-5,-17,-23,-28,9
Georgia,2021-03-26,1659,98,1053020,18849,3530980.0,11.58,21.25,88592.0,8344.0,223,10,18829,40891883,1664656,27166,-7,-4,36,-18,-28,6
Georgia,2021-03-27,1410,77,1054430,18926,3621196.0,11.77,21.91,72552.0,6833.0,213,11,9311,41060386,1784803,13831,-4,-1,59,-9,-10,1
Georgia,2021-03-28,826,0,1055256,18926,3711950.0,11.94,22.62,72009.0,6782.0,190,13,5229,34785081,2054575,28371,-8,-6,-6,-17,-16,4
Georgia,2021-03-29,1165,36,1056421,18962,3764344.0,12.01,23.05,69056.0,6504.0,160,13,16424,39699418,1889529,27570,-5,0,40,-21,-28,6
Georgia,2021-03-30,1320,25,1057741,18987,3786303.0,12.06,23.22,72172.0,6798.0,198,14,11006,42635230,1810754,18379,-4,1,25,-23,-29,7
Georgia,2021-03-31,1807,68,1059548,19055,3855859.0,12.26,23.69,70478.0,6638.0,189,11,20693,39400077,1864678,22782,-8,-5,-20,-22,-31,9
Georgia,2021-04-01,1425,64,1060973,19119,3950645.0,12.5,24.34,73684.0,6940.0,180,8,20526,42210776,1853526,27505,0,5,1,-17,-29,7
Georgia,2021-04-02,1582,57,1062555,19176,4055515.0,12.81,25.05,74934.0,7058.0,177,8,20045,42438263,1710976,31847,-2,4,31,-14,-35,7
Georgia,2021-04-03,1125,34,1063680,19210,4150770.0,13.11,25.68,75653.0,7125.0,199,8,10131,39143984,1779147,28065,-3,9,39,-7,-14,1
Georgia,2021-04-04,874,2,1064554,19212,4153506.0,13.13,25.7,63079.0,5941.0,147,10,5486,32442680,2005965,35942,-23,-11,46,-17,-25,1
Georgia,2021-04-05,643,0,1065197,19212,4236864.0,13.33,26.29,67503.0,6358.0,149,7,19566,42169699,1872720,36604,-2,2,42,-16,-36,6
Georgia,2021-04-06,1474,26,1066671,19238,4281437.0,13.39,26.49,70733.0,6662.0,194,4,12624,40860352,1820186,29371,0,3,35,-18,-36,7
Georgia,2021-04-07,1528,67,1068199,19305,4463237.0,14.08,27.55,86768.0,8172.0,210,4,4814,42423267,1906062,38587,2,2,47,-16,-37,6
Georgia,2021-04-08,1490,69,1069689,19374,4541621.0,14.47,28.1,84425.0,7952.0,210,6,7408,42254980,1782184,35997,-3,-1,13,-18,-36,7
Georgia,2021-04-09,1441,50,1071130,19424,4660059.0,14.95,28.78,86363.0,8134.0,218,9,16745,42032203,1705431,37982,-7,-6,38,-17,-35,7
Georgia,2021-04-10,1570,64,1072700,19488,4664737.0,14.99,28.8,73424.0,6915.0,216,9,9550,38322653,1864387,38583,-9,-7,-3,-13,-15,3
Georgia,2021-04-11,1092,0,1073792,19488,4667495.0,15.02,28.83,73427.0,6916.0,173,10,6812,37330673,1956704,35280,-1,-2,56,-8,-16,1
Georgia,2021-04-12,939,35,1074731,19523,4668187.0,15.03,28.84,61618.0,5803.0,164,8,21511,44594524,1845947,28648,-4,1,40,-18,-27,5
Georgia,2021-04-13,1913,25,1076644,19548,5084048.0,16.37,30.61,114659.0,10799.0,183,10,20592,45843029,1796802,20556,-3,2,29,-22,-28,6
Georgia,2021-04-14,1735,52,1078379,19600,5061522.0,16.79,30.99,85469.0,8050.0,217,12,20902,44306033,1856868,21829,-3,-1,16,-21,-29,6
Georgia,2021-04-15,1600,62,1079979,19662,5157520.0,17.29,31.39,87986.0,8287.0,231,10,19313,45087452,1758183,23538,-4,0,18,-19,-27,7
Georgia,2021-04-16,1650,56,1081629,19718,5262259.0,17.9,31.76,86029.0,8103.0,220,14,19485,48240519,1678543,25700,-7,-5,46,-17,-27,5
Georgia,2021-04-17,1671,39,1083300,19757,5366914.0,18.51,32.13,100311.0,9448.0,212,14,8622,40666505,1791390,19624,-4,-3,66,-14,-12,1
Georgia,2021-04-18,972,1,1084272,19758,5462269.0,19.08,32.44,113539.0,10694.0,198,13,7125,37722459,1956527,28465,-1,0,61,-14,-15,1
Georgia,2021-04-19,889,26,1085161,19784,5542994.0,19.54,32.7,124972.0,11770.0,181,10,24135,43769621,1806730,26802,-5,1,39,-20,-26,6
Georgia,2021-04-20,1312,14,1086473,19798,5583537.0,19.79,32.83,71356.0,6721.0,207,11,20521,45757920,1734301,20284,-3,2,31,-22,-28,7
Georgia,2021-04-21,1318,31,1087791,19829,5655164.0,20.21,33.08,84806.0,7987.0,184,12,21508,43930659,1894446,21054,-3,1,21,-20,-28,6
Georgia,2021-04-22,1706,46,1089497,19875,5740162.0,20.75,33.33,83235.0,7839.0,205,9,20207,38741650,2302342,29164,-6,-1,15,-19,-27,7
Georgia,2021-04-23,1842,42,1091339,19917,5828947.0,21.32,33.58,80955.0,7625.0,209,10,19228,39720556,2197173,29603,-7,-3,49,-17,-27,5
Georgia,2021-04-24,1513,56,1092852,19973,5922054.0,21.94,33.84,79306.0,7469.0,181,12,8942,34787553,2312191,25972,-15,-12,-21,-20,-16,7
Georgia,2021-04-25,916,2,1093768,19975,5924273.0,21.96,33.85,66001.0,6216.0,169,12,6686,32843909,2432872,32129,-1,0,59,-12,-15,1
Georgia,2021-04-26,812,34,1094580,20009,6011504.0,22.49,34.13,66930.0,6304.0,156,11,22703,39977740,2289111,29935,-5,1,44,-19,-26,6
Georgia,2021-04-27,1299,18,1095879,20027,6060609.0,22.81,34.28,68153.0,6419.0,163,9,21517,38735811,2297205,27242,-4,2,33,-21,-27,6
Georgia,2021-04-28,1400,71,1097279,20098,6135031.0,23.27,34.49,68552.0,6457.0,209,8,19844,39511107,2300235,27437,-2,1,37,-19,-28,6
Georgia,2021-04-29,1444,60,1098723,20158,6218010.0,23.81,34.7,68264.0,6429.0,199,12,18461,41664095,2256204,29113,-4,1,20,-17,-27,6
Georgia,2021-04-30,1464,32,1100187,20190,6306091.0,24.41,34.93,68163.0,6420.0,226,8,17396,40615455,2207207,31702,-4,1,52,-14,-26,4
Georgia,2021-05-01,1300,22,1101487,20212,6386954.0,24.95,35.16,66414.0,6255.0,207,10,8446,36930774,2307337,26931,-2,2,88,-5,-12,0
Georgia,2021-05-02,1302,0,1102789,20212,6460256.0,25.43,35.37,76569.0,7212.0,175,3,6541,32247590,2440994,32964,-3,1,51,-7,-15,1
Georgia,2021-05-03,870,15,1103659,20227,6461734.0,25.44,35.38,64319.0,6058.0,156,3,20871,38076662,2273143,28142,-12,-2,-20,-21,-29,8
Georgia,2021-05-04,1178,14,1104837,20241,6503909.0,25.71,35.5,63329.0,5965.0,167,7,18138,38806799,2280004,24139,-9,0,-24,-23,-29,9
Georgia,2021-05-05,1018,32,1105855,20273,6550721.0,26.01,35.65,59384.0,5593.0,179,11,19815,40803162,2298020,27331,1,6,19,-16,-28,6
Georgia,2021-05-06,1213,21,1107068,20294,6552673.0,26.03,35.67,47809.0,4503.0,206,10,16705,42016567,2271579,27762,-2,4,24,-14,-27,6
Georgia,2021-05-07,1249,43,1108317,20337,6680976.0,26.85,36.07,53555.0,5044.0,200,9,16996,41155220,2217070,29788,-4,3,53,-12,-26,3
Georgia,2021-05-08,1013,31,1109330,20368,6740869.0,27.22,36.26,50559.0,4762.0,228,13,8671,36589559,2309571,25178,0,11,73,-5,-12,-1
Georgia,2021-05-09,628,-1,1109958,20367,6799470.0,27.6,36.44,48459.0,4564.0,134,9,5608,32910940,2415342,31836,1,10,53,-8,-17,-1
Georgia,2021-05-10,460,1,1110418,20368,6838037.0,27.84,36.58,53758.0,5063.0,142,7,20483,41139432,2269452,27574,-6,5,16,-14,-28,6
Georgia,2021-05-11,958,23,1111376,20391,6867030.0,28.04,36.73,51874.0,4886.0,146,9,18712,40107434,2226052,26029,-5,9,18,-14,-28,6
Georgia,2021-05-12,921,41,1112297,20432,6909908.0,28.29,36.89,51312.0,4833.0,171,9,18633,40344085,2242462,28235,-11,-1,-24,-16,-31,10
Georgia,2021-05-13,1114,18,1113411,20450,6960793.0,28.61,37.07,58303.0,5491.0,151,11,16379,40468469,2248039,27529,-5,2,16,-13,-28,7
Georgia,2021-05-14,918,32,1114329,20482,7004624.0,28.86,37.22,46235.0,4355.0,154,7,16453,43339727,2180465,30786,-6,0,55,-10,-27,5
Georgia,2021-05-15,743,23,1115072,20505,7053648.0,29.15,37.41,44683.0,4208.0,150,15,7637,38844563,2288925,28125,-4,1,84,0,-12,0
Georgia,2021-05-16,529,1,1115601,20506,7055138.0,29.16,37.42,36524.0,3440.0,104,8,6077,33611137,2431146,34915,-3,2,62,-2,-13,1
Georgia,2021-05-17,407,0,1116008,20506,7120620.0,29.51,37.69,40369.0,3802.0,117,2,18665,41261322,2343221,27605,-4,4,35,-12,-27,5
Georgia,2021-05-18,767,26,1116775,20532,7120836.0,29.51,37.7,36258.0,3415.0,141,5,16347,39158221,2249661,29029,-3,5,20,-14,-27,7
Georgia,2021-05-19,700,37,1117475,20569,7122845.0,29.53,37.71,30420.0,2865.0,176,4,17758,42061265,2247297,28867,-1,4,38,-14,-28,6
Georgia,2021-05-20,833,22,1118308,20591,7212497.0,29.98,38.13,35958.0,3387.0,134,5,14820,41163196,2229334,29535,-2,4,22,-11,-27,6
Georgia,2021-05-21,704,46,1119012,20637,7256339.0,30.22,38.32,35959.0,3387.0,143,5,14986,42930302,2180396,31657,-4,2,57,-9,-26,4
Georgia,2021-05-22,602,24,1119614,20661,7306802.0,30.48,38.55,36165.0,3406.0,138,5,7497,38256531,2298425,30017,-4,2,74,-3,-10,0
Georgia,2021-05-23,365,0,1119979,20661,7340924.0,30.68,38.69,40827.0,3845.0,128,5,5884,37061783,2350398,36984,-2,2,56,-4,-13,1
